index,typicality_score
120,0.043491700360855604
121,0.017521417975263198
122,0.02113955584898112
123,0.027579049786661317
124,0.0322511106088314
125,0.04829691080571366
126,0.019098764905102022
127,0.04520070490522831
128,0.026289591182115258
129,0.05819230931655679
130,0.03014786161186254
131,0.02323681944412643
132,0.043879152396036035
133,0.03892082738004217
134,0.02331996595461604
135,0.04427948667042929
136,0.021589692358786244
137,0.029006045458714456
138,0.08283690466446998
139,0.021683060116337163
140,0.04021631842486114
141,0.018356337283866465
142,0.025105594414624448
143,0.030187176256090693
144,0.02438396806277216
145,0.027999024869825157
146,0.024906118209086555
147,0.02443157230094924
148,0.033533332742503155
149,0.026203711449391754
150,0.03528598697630621
151,0.030052655995703996
152,0.01534218751549199
153,0.023212218377759962
154,0.04457245464911022
155,0.030382006208953826
156,0.059352449923410835
157,0.03641012106675064
158,0.021499974362301572
159,0.02132629101953709
160,0.02494822610620484
161,0.021220688856038127
162,0.022109812896746055
163,0.036027816192060656
164,0.03511244204553457
165,0.0404132410016956
166,0.021054948390440437
167,0.025076287753784413
168,0.019262321053081025
169,0.0263517689547199
170,0.021077767175419735
171,0.020897624049909504
172,0.02762375778607917
173,0.05300565728907072
174,0.02398423206206157
175,0.017043188686197117
176,0.021220688856038127
177,0.03843704911920969
178,0.05128218808090869
179,0.04382996227256131
180,0.08698973294925912
181,0.06099970381370795
182,0.05359523928985539
183,0.02378797944775011
184,0.0251502326005468
185,0.025996809153270278
186,0.02202436772563751
187,0.03692129629288005
188,0.024749470285812043
189,0.02770463664539997
190,0.016944584446739103
191,0.030434337934127406
192,0.10344239304405894
193,0.04365760689260812
194,0.0456313267555115
195,0.016869626317639098
196,0.03858680962476206
197,0.02236767287184872
198,0.01913110837851919
199,0.0443222215187618
200,0.02681113276439258
201,0.03902789007190284
202,0.025073675949681747
203,0.01806641533657003
204,0.025076287753784413
205,0.030803767318682968
206,0.022075651530855417
207,0.02679240050366734
208,0.03654425978350887
209,0.030809080705730428
210,0.019008144967303683
211,0.043482522212955635
212,0.04248736254607682
213,0.043447533954713895
214,0.024909492062830205
215,0.021796131292013084
216,0.02059544193938352
217,0.027412986773585685
218,0.04292556581253768
219,0.03777293003466884
220,0.05117942756055931
221,0.0406542778159125
222,0.02175704064681993
223,0.024906118209086555
224,0.03492340619215666
225,0.017052956895019438
226,0.022258406038834562
227,0.038135813963433074
228,0.018959371164931158
229,0.027707665963151933
230,0.050966528490498236
231,0.06316380790996105
232,0.03430805372409008
233,0.025689715172542312
234,0.04017390839732221
235,0.029292264558145768
236,0.027397006121878103
237,0.016939493877314665
238,0.02169337243487376
239,0.04115153430962498
240,0.03140676940283983
241,0.03557941300876869
242,0.022386383615781706
243,0.022036377394716058
244,0.05973733657410273
245,0.030898356862554696
246,0.03198703314793636
247,0.02406097946279718
248,0.031028693699599784
249,0.02420998304318055
250,0.07907409609956267
251,0.031668301010065486
252,0.03377710664654462
253,0.020582860426807306
254,0.029038966486739808
255,0.01820235860375127
256,0.018377079033363983
257,0.030707002614099033
258,0.02855094663260806
259,0.09413597686352149
260,0.03276530953546321
261,0.02214477936151716
262,0.046683695355479046
263,0.027642352136199776
264,0.025100972208929463
265,0.04399415186749059
266,0.018668490128162536
267,0.10139448646666753
268,0.02565950853046562
269,0.04664489740450267
270,0.029849940067455977
271,0.019102516015595677
272,0.021900191981257804
273,0.020052501357900654
274,0.01550959044404402
275,0.023477712402833275
276,0.020355848183880074
277,0.02130284138518775
278,0.02838047681045285
279,0.016782000068503715
280,0.024913951513966675
281,0.02871743163859091
282,0.032370985048225616
283,0.01926141602434175
284,0.022422819935962002
285,0.017198322660712296
286,0.018907857491674132
287,0.04085440598678267
288,0.0478287140091997
289,0.07116804646889782
290,0.027910968859748857
291,0.034803115400605426
292,0.057610749266733485
293,0.019465592593532657
294,0.027262983285465194
295,0.09786848773753233
296,0.029641295191461182
297,0.020349189908628308
298,0.03884049211620005
299,0.029952725660821484
300,0.0252189988564855
301,0.0503276699022807
302,0.01913349704801897
303,0.033901543811848005
304,0.02837083824299075
305,0.032495278943225896
306,0.01605593831960284
307,0.030253224937922846
308,0.025551355240628345
309,0.06267301599402449
310,0.02675060070578044
311,0.02594741285692745
312,0.021278021064810776
313,0.02368288894049297
314,0.049956787359847696
315,0.01714766232351646
316,0.032734105174647546
317,0.032042210971589276
318,0.02004789560434479
319,0.02304012458352785
320,0.0440680615604033
321,0.09243544215293487
322,0.03563953512263532
323,0.020838987285639397
324,0.025243090897492496
325,0.03468050989623181
326,0.021670230856857896
327,0.027617226573616573
328,0.09745957204655684
329,0.025915558417794315
330,0.023987467663737192
331,0.03557215446372107
332,0.02177900707664462
333,0.02307820698041175
334,0.027890583206776978
335,0.03269665261517944
336,0.022526462379595453
337,0.02465695282272919
338,0.024988487418728278
339,0.03408623539906651
340,0.04475230730545417
341,0.04065009000971633
342,0.02865429897190885
343,0.03477201476727402
344,0.029577552788898828
345,0.038690392080626954
346,0.03716412575988112
347,0.07959673307170892
348,0.019381251703309937
349,0.021306532513627706
350,0.11272815437704971
351,0.024902212962046536
352,0.09406952474822504
353,0.020604133220877518
354,0.06770260070590774
355,0.02908291553665432
356,0.02642859702182812
357,0.022804108462779776
358,0.029366434984287215
359,0.02445433553477182
360,0.030694345129974675
361,0.02442396692272095
362,0.08049869964303799
363,0.023938934456300583
364,0.030167419959549618
365,0.023726802508853236
366,0.03364071224069433
367,0.04698602554694649
368,0.039857688428684535
369,0.023213323960051
370,0.03224237401190787
371,0.03336378944246467
372,0.021590907062846568
373,0.12032615203118248
374,0.036685965234769254
375,0.03936981945947219
376,0.04232056879862687
377,0.03202501065085676
378,0.05119811026865683
379,0.04237791569696755
380,0.052743650070411305
381,0.02731350572068582
382,0.036231958670455214
383,0.03177189654460102
384,0.02579129695137614
385,0.02207688514290537
386,0.032407430890060006
387,0.042213639654610405
388,0.043027667881726565
389,0.021938712028754647
390,0.027617226573616573
391,0.03900684015194734
392,0.018079872399889632
393,0.030459022330788062
394,0.03336356878077946
395,0.022631932659583815
396,0.058072504716324955
397,0.07919387139419784
398,0.028153988015743786
399,0.03691234085610472
400,0.055673204747827526
401,0.056263189608889305
402,0.028582841683351637
403,0.029466050720218465
404,0.029242987243092725
405,0.05291259677938881
406,0.02143915000391405
407,0.03905969226607896
408,0.16144233147510328
409,0.030042504974097585
410,0.02327490422751773
411,0.02589253764890797
412,0.029698899854587662
413,0.05397877207438849
414,0.018236144384782875
415,0.04067002698539035
416,0.028440833653229664
417,0.03516287928173089
418,0.04109570139038124
419,0.035803577538371045
420,0.027170222254223473
421,0.023984177376604632
422,0.02873544130699281
423,0.03220697189821248
424,0.035893562536090946
425,0.018743340621463482
426,0.03746536935221948
427,0.023188155138747536
428,0.0237078607173295
429,0.050360516498452294
430,0.024708131644546015
431,0.035335669502783176
432,0.03133924581765509
433,0.025389154567611583
434,0.03769042097007615
435,0.01898597593914054
436,0.02478160176431561
437,0.025749779336961112
438,0.020174158111712366
439,0.03395231325679863
440,0.03135673014631418
441,0.032537118587747944
442,0.030469605018443414
443,0.03057183009314131
444,0.04976998827396506
445,0.061920420293276726
446,0.05391878764130839
447,0.023694010163548353
448,0.023350103916527597
449,0.05146386665817093
450,0.055390437301699874
451,0.02060130150934283
452,0.04556659144613171
453,0.02018521109473042
454,0.04371430689720539
455,0.03813737983360584
456,0.040154906662775915
457,0.026985395787048304
458,0.023536011006780624
459,0.05374426082025854
460,0.029417122841133247
461,0.08216267296057252
462,0.028074460614734523
463,0.03180822561150997
464,0.021287594588955523
465,0.0354612265091245
466,0.01967847667018609
467,0.02213005681129877
468,0.05609325046703657
469,0.031066908889877634
470,0.0321700455470401
471,0.13401771543194244
472,0.15021967175212417
473,0.027821821270829203
474,0.033733122395985776
475,0.03971789764407375
476,0.03609744369588136
477,0.03378956227630954
478,0.032898969952758
479,0.02256353525884245
480,0.03138205082262788
481,0.03615071744188421
482,0.04337529529925611
483,0.04688166021645177
484,0.026423090643735523
485,0.022490434621965767
486,0.02540418650493558
487,0.024318285786763223
488,0.14612794131451498
489,0.11570420870674314
490,0.05812421608749657
491,0.024096037240082385
492,0.041602988119904566
493,0.03391876147129692
494,0.04463619404534596
495,0.020615948135760353
496,0.022835105401795255
497,0.01950133194298475
498,0.03068396592828898
499,0.023273819318285725
500,0.02055886168953177
501,0.019688532231717213
502,0.033205289818484474
503,0.04003774156621577
504,0.023454096515784315
505,0.025298911760709777
506,0.022729564460352424
507,0.036476028725730816
508,0.03315659916231963
509,0.014455642060968275
510,0.021720479839459517
511,0.019599587611430505
512,0.023926663389969155
513,0.022025403868699462
514,0.025943922689225248
515,0.021419697261368116
516,0.017468260476386572
517,0.021517626388207676
518,0.024969150011003256
519,0.02558987139150504
520,0.028496403698508657
521,0.021624167716406167
522,0.022003445601145716
523,0.018346819331056197
524,0.022515362893586348
525,0.02209863271804103
526,0.030476025580921544
527,0.02859928665970314
528,0.023679587267071305
529,0.023026685603686536
530,0.018195372972936205
531,0.024037235466848442
532,0.02138547499912067
533,0.023979357955151354
534,0.031072752622742277
535,0.030486814812979
536,0.02215050236314197
537,0.02207919331501037
538,0.025568147721136397
539,0.025600151059764015
540,0.038253667686079094
541,0.041082953895854646
542,0.032879942662963374
543,0.03286428548846488
544,0.029601788457143143
545,0.022453506025588335
546,0.035296696513572416
547,0.03142006418749963
548,0.049501366121659084
549,0.05373003326387548
550,0.03399871741368085
551,0.027424802424465836
552,0.03557807320084542
553,0.03594715581735689
554,0.02878412189790045
555,0.02714576732469074
556,0.04418599647666001
557,0.034348736676805804
558,0.024484130636282863
559,0.042404947448457776
560,0.030445374828914448
561,0.026867711566228573
562,0.041295031440487934
563,0.03463380007009354
564,0.03960745904788263
565,0.04143699767946611
566,0.0368119561138794
567,0.027212285402372326
568,0.026305134603833293
569,0.05372655261743017
570,0.03734721438025823
571,0.02534108423043478
572,0.04738709425078694
573,0.022834131281282106
574,0.06873850066546693
575,0.03228120363503319
576,0.07863534484277775
577,0.024090593727406472
578,0.03219339770312512
579,0.029447173111154523
580,0.03661331830585737
581,0.05032820340924072
582,0.03178422663613306
583,0.028306108109534364
584,0.022649182739947267
585,0.15050929857243345
586,0.05553409590326353
587,0.02826809420821938
588,0.0368428325265624
589,0.022340387876177894
590,0.033852624185833055
591,0.0659990811529633
592,0.022889123159188694
593,0.05888828501937987
594,0.027000096673240874
595,0.03420601917956096
596,0.040652739559659375
597,0.028115715407212805
598,0.03111103890260581
599,0.04122390044819152
600,0.02557508845148981
601,0.04040566797343809
602,0.023105243688040414
603,0.03252522675895191
604,0.021756863040334667
605,0.03795517166910433
606,0.041014509402123256
607,0.02380995888358872
608,0.033881015959561805
609,0.04650271400693631
610,0.04677184498886466
611,0.04419287250271305
612,0.03363688428719929
613,0.024825192847153007
614,0.022472593696969682
615,0.03208320566128774
616,0.03548344252791647
617,0.047289773893610984
618,0.027997501683868428
619,0.0424487848240194
620,0.02923386281236722
621,0.036080899640485845
622,0.0487777573798535
623,0.0302896148954847
624,0.03253343279657438
625,0.023318763515091857
626,0.030038631926360963
627,0.03331757645522717
628,0.03125720371408991
629,0.025282250500972544
630,0.03068214082692053
631,0.02000078015703041
632,0.03042822450909516
633,0.04259207952990656
634,0.030819776081913556
635,0.024825192847153007
636,0.02413496696054356
637,0.03430201819477717
638,0.027174013732494406
639,0.02897071443578167
640,0.036274098139162166
641,0.029451910380281655
642,0.04176334576989822
643,0.034438316670006644
644,0.0280476309110173
645,0.033657787560122325
646,0.029355191341838498
647,0.02376096524788244
648,0.04246257304608771
649,0.04455994144449667
650,0.034840023773449455
651,0.03493750864425283
652,0.025458447152155846
653,0.05290653731505503
654,0.02322815443360392
655,0.02230495196885684
656,0.03670016338438982
657,0.044165606369521486
658,0.024160498248891483
659,0.03663653394909495
660,0.03939595879129387
661,0.030435704534557285
662,0.02630028115513904
663,0.05218655734519839
664,0.027275361321905722
665,0.02027672329329094
666,0.0311922530155326
667,0.02154943287095397
668,0.03219643313074661
669,0.06618417898167912
670,0.0312343292713702
671,0.020887779931457545
672,0.03122851121951811
673,0.03516691170494838
674,0.043335768480279216
675,0.025460384077371667
676,0.026354497891968105
677,0.03766784746564255
678,0.059352846178273806
679,0.03960978066298203
680,0.02476973119507711
681,0.039153969260898196
682,0.037681248940544726
683,0.06431772682256538
684,0.022449344961994314
685,0.034856616136960665
686,0.02761595170334755
687,0.020165824032284563
688,0.03178447926170588
689,0.044118907014990494
690,0.018681533316668178
691,0.05012406289218682
692,0.028079494858071784
693,0.02640220813864317
694,0.03088192854734828
695,0.038149462488446306
696,0.02149790133838987
697,0.03995747117723131
698,0.028022444759345955
699,0.024463524081942536
700,0.040902505262204326
701,0.05017226047774858
702,0.03586675014781926
703,0.04750012344365499
704,0.03492523937309763
705,0.04613768362480823
706,0.05453983508409207
707,0.07429250450778634
708,0.04516097443818652
709,0.04545677351286617
710,0.06171482254660989
711,0.07065251824858942
712,0.0795745798622173
713,0.10366444765199619
714,0.03577312446786528
715,0.0626628863667391
716,0.03804294314180369
717,0.04827735498302163
718,0.06489182917980132
719,0.0838718254263026
720,0.07027937087610174
721,0.059150271506901594
722,0.05206743925408459
723,0.08569945389997337
724,0.05405852348772922
725,0.07445241707051449
726,0.07792349889578015
727,0.0669208219104458
728,0.08202023144649982
729,0.06804048167232275
730,0.08841148434117006
731,0.06219014013485216
732,0.042671247263740615
733,0.07027937087610174
734,0.062446000203009555
735,0.15412748093546755
736,0.04142835510133202
737,0.029867700813447494
738,0.0258750058035568
739,0.029369647799578097
740,0.025950778916212527
741,0.022311156343314157
742,0.025840842023587263
743,0.03161433261725892
744,0.04035679134767622
745,0.022598012620019387
746,0.028735196027672487
747,0.1173586454136769
748,0.09529914103597435
749,0.05427680027286619
750,0.040382864747361
751,0.05089407591595355
752,0.04631792203485217
753,0.02583635571339697
754,0.0488676047052653
755,0.05514030765832386
756,0.03950670967045707
757,0.024673421179571282
758,0.023782501684989247
759,0.019829608064431577
760,0.04739345886609627
761,0.029615370028337768
762,0.12334100483485222
763,0.02559310985882475
764,0.029467076602623734
765,0.03098370360457929
766,0.0241563713507909
767,0.03187716570898982
768,0.02707733008732479
769,0.13116423946566919
770,0.15296029026439167
771,0.024911017764769026
772,0.033490744015285935
773,0.02704704699710617
774,0.030921491239575303
775,0.03198815918033464
776,0.04116032064895072
777,0.018738139015294804
778,0.03140681486299013
779,0.03675617258705554
780,0.030036692601045804
781,0.02820426055062574
782,0.18305708861970338
783,0.028209141184629867
784,0.03271995048059631
785,0.026014908129290498
786,0.03346006722733513
787,0.022977977421218213
788,0.02253040945269607
789,0.030029865334451532
790,0.026420591391450563
791,0.025173357696284517
792,0.020825831624829785
793,0.0201445252576124
794,0.03161062357374158
795,0.040894900761608115
796,0.021558409388068803
797,0.02922281696803149
798,0.17558379729836254
799,0.02639312356117534
800,0.02911722745918768
801,0.031692133901700996
802,0.03821415835851845
803,0.033625918985530245
804,0.04318076338154719
805,0.034994826388101447
806,0.03211540326045443
807,0.032600325943837244
808,0.030896086594357674
809,0.031193400110748996
810,0.025349169255848833
811,0.03570931612611691
812,0.026117754046067223
813,0.038597930511396344
814,0.04234599563381573
815,0.042136305837743304
816,0.028123870227271034
817,0.028593758111604726
818,0.04056763431899434
819,0.02700758652897542
820,0.040903720719131974
821,0.02538524404751233
822,0.024918811424404025
823,0.04003471556839798
824,0.028827761545071072
825,0.025716922119856815
826,0.021840161482788955
827,0.025292733689879287
828,0.02514553471077379
829,0.028507771869416262
830,0.029317706184946047
831,0.14450637490958151
832,0.042975914549082825
833,0.045790910897272726
834,0.039934936011396194
835,0.040634779797241116
836,0.03922382478741107
837,0.04298933735563427
838,0.023599447425824975
839,0.024687797156574407
840,0.03473787991711007
841,0.026016140831959085
842,0.032812650172801716
843,0.025564984843596657
844,0.03665809305919194
845,0.021409919343739446
846,0.02938827942793992
847,0.03272858174500777
848,0.05140047992140835
849,0.045827931749984015
850,0.04670116217934294
851,0.061327759575279035
852,0.027181142171139715
853,0.025601516405650525
854,0.04551045602653569
855,0.027375350581037097
856,0.028260110807528604
857,0.038748781853954986
858,0.13947462318690854
859,0.023066669013877054
860,0.02304609446029249
861,0.05320612726703786
862,0.027238599766228146
863,0.028357618349165597
864,0.16775447448397854
865,0.03067770809230199
866,0.04569424779731207
867,0.036590802707221905
868,0.03287782277939259
869,0.09138260009087457
870,0.060813898488824854
871,0.026664440632148827
872,0.020957906666734756
873,0.05682331254167024
874,0.02666475595939108
875,0.026241547189944744
876,0.0321638336260186
877,0.03883193916754139
878,0.06174605463605493
879,0.03735262952765482
880,0.059624004066602676
881,0.023989401348626427
882,0.028003795747265945
883,0.027955676552595957
884,0.03468120781453977
885,0.15978578210314728
886,0.026828141956677928
887,0.03299535898962161
888,0.0343629995559848
889,0.08213727901510105
890,0.02444234829943976
891,0.027220127253012292
892,0.017059937322309583
893,0.024802016396201568
894,0.028480417785937077
895,0.022627208148223145
896,0.03339907204486769
897,0.0304423876511824
898,0.03143617812864048
899,0.028590868455100494
900,0.14247168430645274
901,0.04045852914180638
902,0.020894458425113633
903,0.026122434546934435
904,0.022621349525648444
905,0.020098926441684956
906,0.024999904425272917
907,0.04051107790219434
908,0.037475184145905525
909,0.029800925595301377
910,0.04057517630095932
911,0.04408626844292893
912,0.02481414339503492
913,0.03615061738611144
914,0.03447806156098267
915,0.027870014323232495
916,0.03546224858318844
917,0.023086319351484683
918,0.018379134868482208
919,0.031203064185010936
920,0.020304565247637834
921,0.04910404750880123
922,0.026713918021393238
923,0.027046455772716433
924,0.04363639874365035
925,0.03529752271704676
926,0.03402885594500347
927,0.032128989365075696
928,0.03301182419324058
929,0.03456731413643717
930,0.02937757806825652
931,0.02792531015411229
932,0.04425713010702206
933,0.03143665492254907
934,0.03262955014326917
935,0.06075065236067594
936,0.04837976448620372
937,0.03531383567990096
938,0.029795950244530356
939,0.029614362776282287
940,0.025002889235870313
941,0.01584959209946589
942,0.03050580632276358
943,0.04450628236500675
944,0.022210428922372853
945,0.0238261895618213
946,0.04090262667766785
947,0.028427784305179782
948,0.01857001639091823
949,0.04251060225180741
950,0.035486476149532424
951,0.021918939593127792
952,0.02118704138331795
953,0.057751838018533924
954,0.0336618068299548
955,0.04162255268833164
956,0.028432095377798724
957,0.03242822019070665
958,0.02071321061581133
959,0.033429705074150495
960,0.028536629281455485
961,0.03632448359207719
962,0.025458274623645364
963,0.028200953112096697
964,0.03810957747293218
965,0.07218495827107883
966,0.03574760221601483
967,0.032919371532408634
968,0.0387880999251737
969,0.044355379706497625
970,0.031012768422796707
971,0.0230240686747996
972,0.027654298218277088
973,0.02554676069415886
974,0.03354844920651285
975,0.036080899640485845
976,0.05002459976823533
977,0.027747326490298253
978,0.05031071017640864
979,0.040940232174539036
980,0.026073142027250393
981,0.031868067255365055
982,0.035720043756514816
983,0.04500518104551662
984,0.03198250640236996
985,0.09809735509602183
986,0.03931881536273913
987,0.0377271268559553
988,0.03481598536577081
989,0.052519801843457566
990,0.04406341896301172
991,0.028924159509373642
992,0.031236064477646697
993,0.047841157941878
994,0.027719690833586445
995,0.02347021024192056
996,0.032876273498413586
997,0.048678751901808086
998,0.02992354193428856
999,0.029360867008512054
1000,0.043422247278423795
1001,0.04017040507379646
1002,0.037875043649029105
1003,0.04055458995311933
1004,0.04159112945578884
1005,0.03915851043979611
1006,0.040496056233011536
1007,0.05533177533731475
1008,0.03643796825359491
1009,0.04194270443291503
1010,0.028290922186720607
1011,0.024835970502352214
1012,0.04702907968092091
1013,0.0448387285437792
1014,0.07689508483913386
1015,0.025237300972310382
1016,0.038570234761726094
1017,0.0255005960859291
1018,0.03125034310210991
1019,0.05456773288795725
1020,0.03811578829299434
1021,0.0406515486113504
1022,0.023000821538170575
1023,0.01785795848314121
1024,0.017078679237761137
1025,0.017278769613705648
1026,0.03091293199271391
1027,0.025026057833893483
1028,0.025987218520568352
1029,0.0235005658597742
1030,0.025410195285498507
1031,0.026169522444629837
1032,0.016497696534118898
1033,0.02444619886560582
1034,0.017678458736066435
1035,0.019352988564403036
1036,0.024660523557438828
1037,0.024942526205349116
1038,0.02996029509163978
1039,0.027289119737582905
1040,0.020454604786829436
1041,0.030461932372695476
1042,0.02343190991043519
1043,0.017737049900380532
1044,0.02016722384765287
1045,0.019248256442425338
1046,0.022217771851327367
1047,0.03531075933059197
1048,0.018428204219447117
1049,0.025272265861539946
1050,0.029612325825016668
1051,0.015439741164372673
1052,0.021921676266333307
1053,0.01584021306573863
1054,0.01799019524039567
1055,0.019565594514092274
1056,0.018320087162195017
1057,0.02282460386050015
1058,0.017872015644562277
1059,0.014957248046399986
1060,0.015549067745573922
1061,0.022194004578723062
1062,0.01976760968713884
1063,0.018564743293950598
1064,0.02401235574954416
1065,0.03276109924046544
1066,0.02366368854036955
1067,0.019122209049332324
1068,0.022673386960241126
1069,0.02515656843985025
1070,0.05074440462296508
1071,0.021789459317921898
1072,0.021789459317921898
1073,0.018379134868482208
1074,0.02444234829943976
1075,0.036460398333729827
1076,0.023090936046978906
1077,0.023572367549805823
1078,0.03740256276353948
1079,0.1324550308238369
1080,0.10913464987992201
1081,0.026709671572039004
1082,0.04550341302274603
1083,0.03001828586962974
1084,0.05155292574757509
1085,0.027530805059140916
1086,0.040741262872812295
1087,0.017972498909064587
1088,0.04286317258770849
1089,0.025850641423538902
1090,0.03532305904185251
1091,0.049563264652721595
1092,0.03525533148421327
1093,0.02378581527753014
1094,0.02017892391602442
1095,0.030484777951844542
1096,0.04192061303864747
1097,0.024370433487185723
1098,0.038945106283104
1099,0.04071142496586854
1100,0.027605018023273035
1101,0.029308960504749536
1102,0.032055802368318745
1103,0.0326474912884574
1104,0.033531097513861616
1105,0.02196196190185515
1106,0.043290253274582455
1107,0.028937735843700265
1108,0.022045390321020104
1109,0.029438515556066358
1110,0.028135653198773113
1111,0.027953066857212674
1112,0.043597320759076935
1113,0.027096320637100664
1114,0.02393274101868313
1115,0.02824468114080987
1116,0.041939538071953435
1117,0.026777593791170562
1118,0.02128648108282833
1119,0.019589627073830815
1120,0.02610153476864758
1121,0.039237588133373226
1122,0.019169601760062705
1123,0.04503626979881247
1124,0.034607714847024566
1125,0.023210944547611655
1126,0.029238292491687634
1127,0.025089813505406636
1128,0.03836646480081207
1129,0.030377273778843854
1130,0.024648356210347163
1131,0.019908723165792546
1132,0.0382806820150708
1133,0.024786172431433204
1134,0.018464425166978677
1135,0.04619790125659855
1136,0.05292150004534164
1137,0.02485318587675067
1138,0.026232290027569213
1139,0.027700886674358837
1140,0.03898009693544241
1141,0.03008064386106817
1142,0.018602111780412506
1143,0.036048740871629105
1144,0.03400438448451635
1145,0.0315425647326836
1146,0.02872935463061358
1147,0.02092377634480091
1148,0.022903806748659307
1149,0.05468119511448518
1150,0.03390242252921409
1151,0.031940631384128074
1152,0.03844449607985064
1153,0.020221794188786515
1154,0.026474847830218605
1155,0.05760559909545696
1156,0.024964610782625258
1157,0.013178764276923164
1158,0.05831045233686837
1159,0.032526055356286436
1160,0.03252124559963244
1161,0.026286617971017247
1162,0.023707180036650996
1163,0.019955532785079607
1164,0.04576478191062092
1165,0.045518731489660756
1166,0.0462692742035781
1167,0.02762130554648761
1168,0.02456067601389418
1169,0.025057166169370634
1170,0.029185942222640152
1171,0.017756456156710943
1172,0.018440516144425847
1173,0.03192558603044208
1174,0.035345902776757
1175,0.030958428286624064
1176,0.0369443859459672
1177,0.017959408193457847
1178,0.08516418011146579
1179,0.029130912282064186
1180,0.04026831059237472
1181,0.03136420233981578
1182,0.07081103520103912
1183,0.044696575244835696
1184,0.026450017166128097
1185,0.032513763914684496
1186,0.028347575592200424
1187,0.014801817896737398
1188,0.03548065698821595
1189,0.018364558967554474
1190,0.04042950509550567
1191,0.03700556886779364
1192,0.04430061524928602
1193,0.030086926163529464
1194,0.024482780651145283
1195,0.04682510876289159
1196,0.01742281761635545
1197,0.01847916566377987
1198,0.045937543673470096
1199,0.0404617122159366
1200,0.04687500633559337
1201,0.026309139946395433
1202,0.04008916738956036
1203,0.03657426505549158
1204,0.01988766641085715
1205,0.03182186866931889
1206,0.02968360632813301
1207,0.02285054561410373
1208,0.030457905955249238
1209,0.023691581688166607
1210,0.06641043223625556
1211,0.02818123798329985
1212,0.030233395202711337
1213,0.025063363307112035
1214,0.028699758555435752
1215,0.020568536945024165
1216,0.023279965115560453
1217,0.04858298824824619
1218,0.029306519813982582
1219,0.031957986303366596
1220,0.04127169702949482
1221,0.03380227337035989
1222,0.07471861479594294
1223,0.023248769604685155
1224,0.0358192696995339
1225,0.03792774521162983
1226,0.029676965368200418
1227,0.029139066137547128
1228,0.027090207219437105
1229,0.0563023742231678
1230,0.04407263223209857
1231,0.02550459381594416
1232,0.024912868290878208
1233,0.04048832965871773
1234,0.01545672951814163
1235,0.041482336580695896
1236,0.02805595968051232
1237,0.037299389757535106
1238,0.03224601217707214
1239,0.02404262014073972
1240,0.026167809871903414
1241,0.021262267411773207
1242,0.03637671184884407
1243,0.034763424278211254
1244,0.02396219242381525
1245,0.025279844779431442
1246,0.01962500127634467
1247,0.023269463037325723
1248,0.026216943327524007
